customerID,gender,SeniorCitizen,Partner,Dependents,MonthlyCharges,TotalCharges,Contract,PaperlessBilling,Churn
7590-1850-02968,Male,1,Yes,Yes,96.65,7938.79,One year,No,No
7590-2043-02969,Female,1,No,No,80.84,4039.34,Month-to-month,No,Yes
7590-2031-02970,Female,0,Yes,No,97.16,990.76,Two year,Yes,No
7590-6501-02971,Female,0,Yes,Yes,39.22,1741.95,Two year,No,No
7590-8966-02972,Female,0,Yes,Yes,103.86,6835.2,One year,Yes,No
7590-2987-02973,Female,0,No,Yes,107.51,3004.96,Month-to-month,Yes,No
7590-1347-02974,Male,0,Yes,Yes,26.69,133.84,Month-to-month,No,No
7590-3152-02975,Female,0,Yes,No,118.89,7613.23,One year,No,No
7590-2368-02976,Female,0,Yes,No,112.56,3209.26,Month-to-month,Yes,Yes
7590-8694-02977,Female,0,Yes,No,26.04,1683.15,Two year,Yes,No
7590-2362-02978,Female,1,No,No,61.1,6546.28,Two year,Yes,No
7590-8047-02979,Male,1,No,Yes,92.42,331.3,Month-to-month,Yes,Yes
7590-7746-02980,Male,0,Yes,No,118.85,1493.87,Month-to-month,Yes,Yes
7590-2306-02981,Female,0,Yes,No,89.56,5408.65,Month-to-month,No,No
7590-6652-02982,Female,0,Yes,Yes,24.15,2154.62,Month-to-month,Yes,No
7590-9429-02983,Female,0,Yes,Yes,95.41,1117.47,Month-to-month,Yes,Yes
7590-3555-02984,Female,1,No,No,23.41,1569.76,Month-to-month,Yes,Yes
7590-4800-02985,Female,0,Yes,Yes,78.15,2651.42,Month-to-month,No,Yes
7590-2281-02986,Male,0,Yes,No,87.26,6813.95,Month-to-month,No,No
7590-6819-02987,Male,0,No,No,39.35,1902.19,Month-to-month,No,Yes
7590-6466-02988,Female,0,Yes,No,44.42,2628.09,Month-to-month,No,Yes
7590-7884-02989,Male,1,No,Yes,36.57,587.19,One year,No,No
7590-8480-02990,Male,0,No,Yes,80.49,5780.14,Month-to-month,Yes,No
7590-9283-02991,Male,1,Yes,Yes,50.43,4873.22,Month-to-month,Yes,Yes
7590-8995-02992,Male,0,No,No,68.37,2209.48,Month-to-month,No,Yes
7590-6227-02993,Male,0,No,No,84.57,2491.97,Month-to-month,Yes,Yes
7590-9175-02994,Female,0,No,No,73.68,1839.85,Two year,Yes,No
7590-6924-02995,Female,0,No,Yes,55.49,4362.33,Month-to-month,No,No
7590-6502-02996,Female,1,Yes,No,90.75,7409.18,One year,Yes,No
7590-4954-02997,Female,0,Yes,Yes,21.81,5052.04,Month-to-month,No,No
7590-3680-02998,Female,1,No,Yes,76.4,627.71,Month-to-month,Yes,No
7590-5589-02999,Male,0,No,No,65.81,2154.92,Month-to-month,No,No
7590-6042-03000,Female,0,Yes,No,64.77,1564.3,Two year,No,No
7590-4418-03001,Male,0,No,No,58.77,5471.18,Month-to-month,Yes,No
7590-8472-03002,Female,0,Yes,No,117.63,5130.29,Month-to-month,No,No
7590-5292-03003,Female,0,Yes,No,29.72,996.34,Month-to-month,No,Yes
7590-6043-03004,Male,0,No,No,25.18,1216.32,Month-to-month,No,Yes
7590-6115-03005,Female,0,No,No,102.11,7662.9,One year,No,No
7590-3072-03006,Female,1,Yes,No,62.9,623.9,Month-to-month,Yes,No
7590-9988-03007,Male,0,Yes,No,64.61,7304.56,One year,No,No
7590-6929-03008,Female,0,No,No,19.98,143.95,Two year,Yes,No
7590-8313-03009,Female,0,No,No,64.94,3781.46,Two year,Yes,No
7590-5437-03010,Male,0,Yes,Yes,29.63,5328.12,One year,Yes,No
7590-5902-03011,Female,0,No,No,94.51,554.04,Two year,No,Yes
7590-8378-03012,Female,0,No,Yes,46.16,6445.67,Month-to-month,Yes,No
7590-4365-03013,Female,0,No,No,67.92,490.32,Month-to-month,No,No
7590-7461-03014,Male,0,No,No,72.0,6432.65,Month-to-month,No,Yes
7590-7119-03015,Female,1,No,Yes,56.0,3702.14,Month-to-month,Yes,Yes
7590-6237-03016,Female,1,No,No,47.14,2527.25,One year,No,No
7590-2077-03017,Male,0,Yes,No,90.21,505.08,Two year,No,No
7590-1326-03018,Female,1,No,No,63.69,1773.04,One year,No,No
7590-3623-03019,Female,0,No,No,53.03,8.08,Month-to-month,No,Yes
7590-5457-03020,Male,0,No,No,75.48,6434.11,Month-to-month,No,Yes
7590-9412-03021,Female,0,Yes,Yes,97.4,1876.41,Month-to-month,No,No
7590-7573-03022,Male,1,No,No,73.36,4594.69,Two year,No,No
7590-1685-03023,Female,0,Yes,No,77.07,2912.88,One year,Yes,No
7590-7236-03024,Male,0,Yes,Yes,55.61,2731.77,One year,Yes,No
7590-2582-03025,Female,0,Yes,No,91.98,1191.93,One year,Yes,No
7590-3470-03026,Male,0,Yes,Yes,57.84,4346.08,One year,Yes,No
7590-6318-03027,Female,0,No,No,104.44,5757.95,One year,No,No
7590-1047-03028,Male,0,Yes,No,32.85,636.42,Two year,No,No
7590-9552-03029,Male,1,No,No,103.07,6.28,Month-to-month,No,Yes
7590-5502-03030,Male,0,No,No,61.04,5620.16,Two year,Yes,No
7590-5210-03031,Male,0,No,Yes,45.34,5767.89,Month-to-month,No,Yes
7590-3617-03032,Male,0,No,No,34.82,4545.65,Two year,No,No
7590-9540-03033,Male,0,No,No,101.63,5021.55,Month-to-month,Yes,No
7590-4088-03034,Male,0,No,No,66.43,2930.67,Month-to-month,Yes,Yes
7590-5790-03035,Female,0,Yes,Yes,48.35,7500.47,Month-to-month,No,No
7590-3037-03036,Male,1,No,No,76.74,325.21,Month-to-month,No,Yes
7590-6617-03037,Female,0,No,No,22.19,5348.85,Month-to-month,No,Yes
7590-7567-03038,Male,1,Yes,No,34.63,3927.68,Month-to-month,No,No
7590-1749-03039,Female,0,No,No,98.35,1055.86,Month-to-month,No,No
7590-4595-03040,Female,0,No,No,88.58,2453.0,Month-to-month,No,No
7590-6424-03041,Female,0,No,No,77.44,2669.61,Month-to-month,Yes,No
7590-8416-03042,Female,1,Yes,Yes,29.74,7741.17,Month-to-month,Yes,No
7590-1697-03043,Male,0,Yes,No,75.12,7059.58,Month-to-month,No,Yes
7590-6522-03044,Male,0,No,No,48.96,5141.18,Month-to-month,No,Yes
7590-9668-03045,Female,0,Yes,Yes,57.41,5597.73,Month-to-month,No,No
7590-6262-03046,Female,0,Yes,Yes,42.96,7548.22,Month-to-month,No,No
7590-4436-03047,Female,1,No,Yes,92.8,987.24,One year,No,No
7590-4552-03048,Male,0,Yes,Yes,90.76,7802.44,Two year,No,No
7590-2737-03049,Female,0,No,No,86.67,6285.73,Two year,Yes,No
7590-1900-03050,Male,0,No,No,37.97,6809.89,One year,Yes,No
7590-5488-03051,Male,0,Yes,Yes,64.38,7174.49,Month-to-month,No,No
7590-8805-03052,Male,1,Yes,No,109.86,910.34,One year,Yes,No
7590-5370-03053,Female,0,Yes,Yes,21.15,590.65,One year,No,No
7590-9929-03054,Male,0,Yes,Yes,103.8,3506.54,One year,No,No
7590-1029-03055,Male,0,Yes,No,80.9,7885.84,One year,Yes,No
7590-4722-03056,Male,0,No,Yes,67.21,7876.07,Two year,Yes,No
7590-5092-03057,Male,0,No,Yes,115.01,6790.0,Month-to-month,Yes,No
7590-6466-03058,Female,1,No,No,38.38,5327.62,Two year,No,No
7590-6305-03059,Female,0,No,No,88.32,693.83,One year,No,No
7590-5338-03060,Male,0,Yes,No,55.01,1021.41,Month-to-month,Yes,Yes
7590-7463-03061,Male,0,No,No,88.71,3957.23,Month-to-month,No,Yes
7590-8587-03062,Female,0,No,No,78.25,1076.51,Two year,No,No
7590-4962-03063,Female,1,Yes,No,107.99,2809.82,One year,No,No
7590-4249-03064,Male,0,Yes,Yes,76.35,7076.47,Month-to-month,Yes,No
7590-8392-03065,Female,1,Yes,No,38.31,1823.36,Two year,Yes,No
7590-5068-03066,Female,0,Yes,No,48.7,6938.93,One year,No,No
7590-1708-03067,Male,0,Yes,No,111.7,2931.51,Month-to-month,Yes,No
7590-7095-03068,Female,1,No,No,48.6,7558.69,Month-to-month,No,No
7590-7093-03069,Female,0,No,Yes,57.74,5900.69,Month-to-month,No,Yes
7590-2579-03070,Female,0,Yes,No,118.34,3649.65,One year,No,No
7590-9226-03071,Male,0,No,No,57.12,3417.04,Two year,No,No
7590-6769-03072,Male,0,Yes,No,82.94,3122.17,One year,No,No
7590-7501-03073,Female,0,No,No,91.08,3517.57,Two year,No,No
7590-3782-03074,Male,0,No,Yes,82.23,904.32,Month-to-month,Yes,Yes
7590-6853-03075,Female,0,No,Yes,84.8,153.16,Month-to-month,Yes,Yes
7590-6082-03076,Female,0,Yes,No,26.22,3845.55,Month-to-month,Yes,No
7590-8571-03077,Male,0,No,No,25.45,6901.63,Two year,Yes,No
7590-6935-03078,Male,0,Yes,No,117.61,6008.54,Two year,Yes,No
7590-3282-03079,Male,0,No,No,27.19,7572.33,Two year,No,No
7590-7971-03080,Female,0,Yes,No,74.79,2094.28,Month-to-month,No,No
7590-2623-03081,Female,0,No,No,40.83,2198.1,Month-to-month,Yes,No
7590-6493-03082,Female,0,Yes,No,20.51,3400.6,Month-to-month,Yes,Yes
7590-3139-03083,Female,0,No,Yes,88.13,5899.97,Month-to-month,No,Yes
7590-2884-03084,Female,0,No,Yes,19.06,3478.9,Month-to-month,Yes,Yes
7590-1609-03085,Male,0,No,No,97.59,3633.84,One year,No,No
7590-7444-03086,Male,0,Yes,No,76.5,5170.43,Month-to-month,No,No
7590-9952-03087,Male,0,Yes,Yes,114.59,2767.87,Month-to-month,No,Yes
7590-2151-03088,Female,0,No,Yes,118.4,7609.31,One year,No,No
7590-8160-03089,Male,0,Yes,Yes,104.18,4810.42,Month-to-month,No,Yes
7590-4587-03090,Female,0,Yes,No,50.89,6365.32,Month-to-month,Yes,No
7590-1765-03091,Male,0,No,No,75.9,3370.51,Two year,No,No
7590-2755-03092,Male,0,Yes,No,63.87,7886.67,Month-to-month,Yes,No
7590-6481-03093,Female,0,Yes,Yes,107.58,6065.71,One year,Yes,No
7590-1805-03094,Male,0,Yes,Yes,78.69,1426.29,Month-to-month,Yes,No
7590-7872-03095,Male,0,Yes,Yes,117.08,5523.25,Month-to-month,Yes,Yes
7590-5729-03096,Male,0,No,No,87.89,2375.14,One year,Yes,No
7590-4627-03097,Male,0,Yes,No,102.88,509.08,Month-to-month,Yes,Yes
7590-3867-03098,Female,1,Yes,Yes,102.46,4507.11,Month-to-month,No,Yes
7590-9684-03099,Male,0,Yes,No,27.09,4218.17,Month-to-month,Yes,No
7590-1001-03100,Female,0,Yes,Yes,116.24,3669.93,Month-to-month,Yes,No
7590-1381-03101,Male,0,Yes,No,70.86,2120.96,Two year,No,No
7590-5854-03102,Female,1,Yes,No,69.25,6791.0,Month-to-month,Yes,No
7590-8889-03103,Female,0,Yes,No,81.28,3446.91,Month-to-month,Yes,Yes
7590-3734-03104,Female,0,Yes,No,71.15,7279.25,Month-to-month,No,Yes
7590-8562-03105,Female,0,No,No,109.46,1611.7,Two year,No,No
7590-7122-03106,Male,0,No,No,51.94,3862.99,Month-to-month,Yes,No
7590-5543-03107,Male,0,Yes,No,42.88,862.59,Month-to-month,Yes,Yes
7590-9020-03108,Male,0,Yes,No,81.66,6379.6,One year,Yes,No
7590-1832-03109,Female,0,No,Yes,82.39,5165.14,Month-to-month,Yes,Yes
7590-6902-03110,Male,0,No,Yes,21.38,2154.7,One year,No,No
7590-3230-03111,Male,0,No,Yes,54.45,6435.62,One year,Yes,No
7590-7540-03112,Male,0,No,Yes,53.42,517.26,Two year,Yes,No
7590-4461-03113,Female,0,No,Yes,116.84,4659.59,Month-to-month,No,Yes
7590-7762-03114,Female,0,Yes,Yes,81.65,7433.14,Month-to-month,Yes,No
7590-1473-03115,Female,0,Yes,Yes,47.18,2762.2,Month-to-month,No,No
7590-3653-03116,Female,1,No,Yes,84.7,7506.67,One year,Yes,No
7590-2779-03117,Male,0,No,No,116.68,1348.3,Month-to-month,No,Yes
7590-1582-03118,Male,0,No,No,106.41,6085.21,Month-to-month,No,No
7590-5131-03119,Female,0,No,No,116.98,2323.91,One year,Yes,No
7590-8662-03120,Female,0,No,Yes,104.9,7213.7,Month-to-month,Yes,No
7590-2747-03121,Male,0,Yes,Yes,98.19,7084.34,One year,No,No
7590-3688-03122,Male,0,Yes,No,54.19,5689.3,Two year,No,No
7590-3563-03123,Male,0,No,No,46.35,2678.58,Two year,No,No
7590-5115-03124,Female,0,No,Yes,105.71,7490.42,One year,Yes,No
7590-2356-03125,Male,1,Yes,No,76.66,2566.98,Two year,No,No
7590-8666-03126,Female,0,Yes,Yes,76.04,5689.79,Two year,No,No
7590-8902-03127,Female,0,Yes,No,97.2,2586.13,Two year,No,No
7590-8920-03128,Male,0,No,No,58.0,5510.59,Month-to-month,Yes,No
7590-1373-03129,Male,1,Yes,No,96.46,4135.7,Month-to-month,No,No
7590-3590-03130,Female,1,Yes,Yes,51.88,6796.7,One year,No,No
7590-8549-03131,Male,0,Yes,Yes,43.0,7568.47,Two year,Yes,No
7590-6772-03132,Female,0,No,No,38.61,3849.5,Month-to-month,No,No
7590-3038-03133,Male,0,No,No,51.58,5653.11,Month-to-month,Yes,No
7590-9722-03134,Female,0,Yes,No,35.02,3115.41,Month-to-month,Yes,No
7590-8943-03135,Male,0,Yes,No,65.22,7242.16,Two year,No,No
7590-4897-03136,Male,0,No,Yes,38.19,4781.53,One year,Yes,No
7590-4272-03137,Male,1,Yes,No,87.23,3873.48,Two year,Yes,No
7590-7379-03138,Male,0,No,Yes,40.45,4400.7,Month-to-month,Yes,Yes
7590-7332-03139,Female,0,No,No,99.31,6273.27,Month-to-month,No,No
7590-1702-03140,Female,0,Yes,No,71.01,6597.74,One year,No,No
7590-8238-03141,Female,0,No,Yes,29.31,5492.05,Month-to-month,Yes,Yes
7590-6676-03142,Female,1,Yes,Yes,32.04,2661.92,Two year,Yes,No
7590-9373-03143,Male,0,Yes,No,80.45,6894.41,Month-to-month,No,Yes
7590-8754-03144,Female,0,No,Yes,59.57,2150.17,One year,Yes,No
7590-8262-03145,Male,0,No,Yes,99.6,2854.16,Month-to-month,No,Yes
7590-5808-03146,Female,0,No,No,77.22,1630.66,Month-to-month,Yes,Yes
7590-1624-03147,Male,0,No,Yes,26.01,6140.08,Month-to-month,No,No
7590-9443-03148,Male,0,Yes,No,76.22,3256.89,Month-to-month,No,Yes
7590-5957-03149,Female,0,No,No,103.33,5929.86,Month-to-month,Yes,No
7590-2726-03150,Female,0,No,No,75.64,4397.5,Month-to-month,No,No
7590-2340-03151,Male,0,No,No,104.88,5296.25,Two year,Yes,No
7590-6744-03152,Male,0,No,No,22.04,601.93,Month-to-month,No,No
7590-7243-03153,Male,1,Yes,Yes,51.15,6398.87,Month-to-month,No,Yes
7590-1422-03154,Female,1,No,No,70.83,4128.55,Two year,Yes,No
7590-6918-03155,Male,0,No,Yes,53.71,2592.06,Month-to-month,Yes,Yes
7590-7853-03156,Female,0,No,No,71.66,5870.15,One year,No,No
7590-2599-03157,Male,0,No,No,24.46,118.47,One year,No,No
7590-4466-03158,Male,0,Yes,No,39.67,5053.44,Month-to-month,No,No
7590-3410-03159,Female,0,Yes,Yes,102.67,7124.54,One year,Yes,No
7590-2225-03160,Female,1,Yes,No,74.2,5674.73,Month-to-month,Yes,Yes
7590-6157-03161,Female,0,Yes,Yes,63.74,3577.46,One year,No,No
7590-9027-03162,Male,0,Yes,No,83.76,6606.92,Month-to-month,No,No
7590-3316-03163,Male,0,No,No,115.98,5027.79,Two year,No,No
7590-5584-03164,Female,0,Yes,Yes,52.21,1119.43,Month-to-month,Yes,No
7590-4442-03165,Male,0,Yes,No,100.42,7376.56,Two year,Yes,No
7590-6333-03166,Female,0,No,No,99.12,2459.81,Month-to-month,No,Yes
7590-5905-03167,Male,1,Yes,No,54.48,6544.2,Month-to-month,Yes,Yes
7590-8112-03168,Male,1,Yes,No,88.21,5382.24,Month-to-month,No,Yes
7590-6263-03169,Female,0,No,No,32.4,6705.61,Two year,Yes,No
7590-7576-03170,Male,0,Yes,No,36.4,93.08,Two year,No,No
7590-4170-03171,Female,0,No,No,109.05,4568.73,Two year,No,No
7590-5004-03172,Male,0,Yes,Yes,79.22,4382.37,Month-to-month,No,No
7590-3996-03173,Male,0,Yes,No,30.05,3277.05,One year,Yes,No
7590-1832-03174,Male,0,No,Yes,37.39,3592.87,Month-to-month,No,No
7590-2775-03175,Male,0,Yes,Yes,110.52,6927.45,Month-to-month,Yes,No
7590-6255-03176,Female,0,No,Yes,39.66,951.67,Two year,No,No
7590-4328-03177,Male,0,Yes,No,70.67,5154.22,Month-to-month,Yes,Yes
7590-8302-03178,Male,0,No,No,93.25,1668.47,Month-to-month,Yes,Yes
7590-6951-03179,Male,1,No,No,53.82,3458.82,One year,No,No
7590-2181-03180,Male,0,Yes,Yes,24.52,186.15,Month-to-month,Yes,Yes
7590-7937-03181,Female,0,No,Yes,87.81,3427.77,Two year,No,No
7590-9054-03182,Male,0,Yes,No,37.49,4102.4,One year,Yes,No
7590-3075-03183,Female,0,Yes,Yes,29.04,5932.59,One year,No,No
7590-4696-03184,Female,0,No,No,65.27,6121.84,One year,No,No
7590-7759-03185,Female,0,Yes,Yes,69.93,4600.53,Month-to-month,Yes,No
7590-4717-03186,Female,1,Yes,Yes,33.92,7671.72,Two year,No,No
7590-8478-03187,Female,0,No,No,82.57,4451.27,Month-to-month,No,Yes
7590-6217-03188,Female,0,Yes,No,68.91,5809.2,Month-to-month,Yes,Yes
7590-4809-03189,Female,0,No,No,114.72,7471.6,One year,Yes,No
7590-1463-03190,Female,0,Yes,Yes,50.09,1289.4,Month-to-month,Yes,No
7590-2236-03191,Male,0,Yes,Yes,84.59,4955.67,Month-to-month,Yes,Yes
7590-9435-03192,Male,0,Yes,No,19.63,4920.91,Month-to-month,Yes,No
7590-2992-03193,Male,0,No,Yes,68.12,4249.69,Two year,No,No
7590-3092-03194,Female,0,Yes,No,36.1,7790.93,Month-to-month,No,No
7590-9910-03195,Female,0,No,No,99.56,4708.54,Month-to-month,No,No
7590-5692-03196,Male,0,No,No,36.07,419.41,Month-to-month,Yes,Yes
7590-6884-03197,Female,0,Yes,No,35.63,5243.46,Month-to-month,Yes,Yes
7590-3182-03198,Male,0,No,Yes,57.48,6212.01,Two year,No,No
7590-5216-03199,Male,0,Yes,No,80.32,4651.55,Two year,No,No
7590-6026-03200,Male,0,No,No,69.49,937.94,One year,No,No
7590-9509-03201,Female,0,Yes,No,27.73,2425.28,Month-to-month,No,No
7590-1186-03202,Male,0,No,No,88.4,1151.8,Month-to-month,Yes,Yes
7590-4700-03203,Male,1,Yes,No,34.16,468.58,Month-to-month,Yes,Yes
7590-3514-03204,Male,0,No,No,44.38,7187.47,Month-to-month,No,No
7590-9886-03205,Female,0,Yes,No,19.81,3392.89,One year,No,No
7590-1043-03206,Female,0,Yes,No,59.3,6533.78,One year,No,No
7590-4928-03207,Female,1,Yes,Yes,24.93,1053.12,Month-to-month,Yes,Yes
7590-6574-03208,Male,0,Yes,Yes,79.67,2089.24,One year,Yes,No
7590-4611-03209,Male,0,No,Yes,114.35,1316.4,Two year,Yes,No
7590-5622-03210,Female,0,No,Yes,41.56,1734.36,Two year,Yes,No
7590-8183-03211,Male,0,Yes,No,44.86,1066.55,Two year,No,No
7590-3022-03212,Female,0,No,No,39.18,5109.32,One year,Yes,No
7590-9751-03213,Female,0,Yes,Yes,51.95,1095.91,Month-to-month,Yes,Yes
7590-5739-03214,Male,1,Yes,No,64.73,7781.91,Two year,No,No
7590-9517-03215,Male,0,No,No,48.63,1440.02,Month-to-month,Yes,No
7590-8365-03216,Male,0,No,No,34.05,80.62,Month-to-month,Yes,Yes
7590-9251-03217,Female,0,Yes,No,105.73,4403.21,Month-to-month,No,No
7590-4065-03218,Male,0,Yes,Yes,77.82,2822.34,Two year,No,No
7590-8627-03219,Female,0,Yes,No,107.75,4411.01,Month-to-month,No,Yes
7590-7384-03220,Female,0,No,No,92.49,7827.37,Month-to-month,Yes,No
7590-2769-03221,Male,0,Yes,Yes,101.85,2533.17,One year,Yes,No
7590-5309-03222,Male,0,Yes,No,118.98,6814.39,One year,No,No
7590-6847-03223,Female,0,No,No,36.5,4780.41,One year,No,No
7590-1653-03224,Male,0,No,No,49.79,3468.9,Two year,Yes,No
7590-9069-03225,Male,0,Yes,No,58.3,1123.2,One year,No,No
7590-2057-03226,Male,1,Yes,No,69.06,673.78,Two year,Yes,No
7590-6147-03227,Female,0,No,No,93.9,7851.98,Month-to-month,Yes,No
7590-6367-03228,Female,0,No,No,74.07,4903.62,Month-to-month,No,No
7590-3364-03229,Female,0,Yes,No,78.8,2087.22,Month-to-month,Yes,Yes
7590-3178-03230,Male,0,Yes,No,71.18,7132.24,One year,Yes,No
7590-3846-03231,Female,0,No,No,65.93,640.52,Month-to-month,No,Yes
7590-6273-03232,Male,0,No,Yes,69.52,3489.4,One year,No,No
7590-2503-03233,Female,0,No,No,85.07,4429.97,Month-to-month,Yes,Yes
7590-8310-03234,Male,0,No,No,22.18,6211.88,Month-to-month,Yes,No
7590-2442-03235,Female,0,No,No,91.52,166.27,Month-to-month,No,Yes
7590-9586-03236,Male,0,No,No,108.71,5390.69,One year,No,No
7590-2592-03237,Male,0,No,Yes,87.74,6406.67,Month-to-month,No,No
7590-2632-03238,Male,1,Yes,No,108.83,7872.84,Two year,Yes,No
7590-6322-03239,Male,0,No,No,24.31,3718.83,Two year,Yes,No
7590-4547-03240,Male,1,No,No,103.17,50.47,Month-to-month,Yes,Yes
7590-8477-03241,Male,0,Yes,No,48.92,3443.98,Month-to-month,Yes,No
7590-6180-03242,Male,0,No,Yes,30.82,370.6,Month-to-month,No,Yes
7590-6651-03243,Female,0,No,No,20.84,3156.53,Month-to-month,No,No
7590-6105-03244,Female,0,Yes,Yes,25.6,2297.25,Month-to-month,Yes,No
7590-3202-03245,Female,0,Yes,No,19.78,6575.26,One year,No,No
7590-9160-03246,Female,0,Yes,Yes,29.44,6048.81,Month-to-month,No,Yes
7590-7104-03247,Male,0,Yes,No,84.92,5048.38,One year,No,No
7590-3365-03248,Female,0,Yes,No,45.87,4747.96,One year,Yes,No
7590-5928-03249,Female,0,No,No,75.47,1245.3,Two year,No,No
7590-2608-03250,Female,1,Yes,No,31.97,29.62,Month-to-month,No,No
7590-1415-03251,Male,1,No,No,118.31,2136.9,Month-to-month,No,Yes
7590-3763-03252,Male,0,No,No,93.56,1717.75,Month-to-month,Yes,No
7590-1628-03253,Male,0,No,Yes,58.5,4641.58,Two year,Yes,No
7590-6505-03254,Female,0,No,Yes,41.34,1015.21,Two year,Yes,No
7590-5777-03255,Female,0,Yes,No,87.37,2778.15,Two year,No,No
7590-9348-03256,Female,0,No,No,41.58,5153.37,One year,No,No
7590-8927-03257,Male,0,No,No,102.23,518.93,Month-to-month,Yes,Yes
7590-5214-03258,Female,0,No,No,29.98,634.64,Month-to-month,Yes,Yes
7590-4414-03259,Male,1,No,No,92.46,1217.04,One year,Yes,No
7590-1959-03260,Female,0,Yes,No,65.43,2948.88,Month-to-month,Yes,No
7590-8874-03261,Male,1,Yes,No,79.05,2703.4,One year,Yes,No
7590-4866-03262,Female,0,Yes,No,81.73,886.49,Two year,Yes,No
7590-6245-03263,Female,0,No,No,99.92,7027.86,Two year,No,No
7590-4369-03264,Male,0,Yes,Yes,23.03,7881.54,Two year,Yes,No
7590-4405-03265,Male,0,Yes,No,102.11,2756.27,Month-to-month,No,Yes
7590-6527-03266,Male,0,No,No,54.66,7465.33,Two year,Yes,No
7590-1897-03267,Female,0,No,No,34.06,5230.91,Month-to-month,No,Yes
7590-8408-03268,Male,0,No,No,61.83,4888.87,Month-to-month,Yes,No
7590-4193-03269,Female,1,No,No,79.28,521.12,One year,No,No
7590-4339-03270,Male,0,No,No,20.19,6121.58,Month-to-month,Yes,No
7590-4747-03271,Male,0,Yes,No,26.37,5391.96,Month-to-month,Yes,No
7590-6521-03272,Male,0,No,No,94.95,2871.57,Two year,Yes,No
7590-1698-03273,Female,0,No,Yes,91.35,4125.94,One year,No,No
7590-4544-03274,Male,0,No,Yes,22.03,5009.88,Month-to-month,No,No
7590-9710-03275,Male,0,Yes,No,33.57,3641.07,Month-to-month,No,No
7590-3133-03276,Male,0,Yes,No,24.09,2915.58,Month-to-month,Yes,Yes
7590-8941-03277,Female,0,Yes,Yes,99.34,3611.63,Month-to-month,Yes,Yes
7590-3389-03278,Female,0,Yes,No,93.78,5006.11,Month-to-month,No,No
7590-4632-03279,Female,1,No,No,60.01,5054.02,Month-to-month,No,Yes
7590-6157-03280,Male,0,No,No,78.23,4968.16,Month-to-month,No,No
7590-9062-03281,Female,0,No,No,44.83,2750.04,Two year,Yes,No
7590-6035-03282,Male,0,No,Yes,77.24,6902.46,Month-to-month,Yes,No
7590-3205-03283,Female,1,Yes,No,49.22,5451.56,Month-to-month,No,Yes
7590-9422-03284,Female,0,Yes,No,96.78,5989.3,Two year,No,No
7590-8319-03285,Female,0,Yes,No,97.81,891.7,One year,No,No
7590-8026-03286,Female,0,No,No,81.72,6167.43,Month-to-month,No,Yes
7590-5066-03287,Male,0,No,No,119.17,5723.72,Month-to-month,Yes,Yes
7590-4035-03288,Female,0,No,No,61.07,5962.75,One year,No,No
7590-8090-03289,Male,0,Yes,No,108.05,1461.9,Two year,No,No
7590-5220-03290,Female,0,No,No,19.93,3885.74,One year,Yes,No
7590-4106-03291,Female,0,No,No,117.26,6770.83,Month-to-month,Yes,No
7590-5159-03292,Female,0,No,Yes,112.86,859.84,Month-to-month,Yes,Yes
7590-3215-03293,Male,0,No,No,119.41,2973.16,Month-to-month,No,No
7590-2019-03294,Female,1,Yes,No,85.4,617.89,Two year,Yes,No
7590-3393-03295,Male,0,Yes,No,31.91,7571.37,Month-to-month,Yes,No
7590-6769-03296,Female,0,Yes,No,46.47,5.1,Month-to-month,No,Yes
7590-2746-03297,Female,0,Yes,No,68.16,6058.76,Month-to-month,Yes,No
7590-9866-03298,Female,0,No,No,69.15,2132.5,Two year,Yes,No
7590-4336-03299,Female,1,Yes,No,19.03,658.31,One year,No,No
7590-9820-03300,Female,0,Yes,No,97.22,5937.59,Month-to-month,No,Yes
7590-7993-03301,Female,0,Yes,Yes,71.72,6947.76,Two year,No,No
7590-5650-03302,Female,0,No,No,52.75,1716.35,Two year,No,No
7590-2667-03303,Male,0,Yes,No,55.81,3707.74,Month-to-month,No,Yes
7590-6586-03304,Female,0,No,No,105.04,5951.27,Month-to-month,Yes,No
7590-8479-03305,Female,1,Yes,No,93.93,7610.95,Month-to-month,No,No
7590-6064-03306,Female,0,No,No,60.69,202.14,Month-to-month,No,No
7590-5465-03307,Female,1,No,No,18.22,1399.9,Month-to-month,Yes,Yes
7590-4465-03308,Female,0,No,No,42.88,1992.38,One year,Yes,No
7590-4208-03309,Male,0,No,No,100.66,5560.02,One year,Yes,No
7590-5739-03310,Female,0,No,No,48.59,5727.01,One year,No,No
7590-4576-03311,Female,1,No,No,114.18,3475.02,Month-to-month,Yes,Yes
7590-1782-03312,Female,0,Yes,No,94.36,6784.78,Month-to-month,Yes,Yes
7590-5188-03313,Female,0,Yes,Yes,54.18,6398.14,Month-to-month,Yes,No
7590-2898-03314,Female,0,No,No,63.66,7731.22,Two year,No,No
7590-7493-03315,Male,0,No,Yes,46.3,6912.97,One year,Yes,No
7590-1451-03316,Male,0,Yes,No,39.92,1491.2,Two year,No,No
7590-4287-03317,Female,0,Yes,Yes,112.72,332.63,Month-to-month,No,Yes
7590-7543-03318,Female,0,Yes,No,25.7,7185.07,Month-to-month,Yes,No
7590-4054-03319,Female,0,Yes,Yes,31.91,488.1,Month-to-month,No,No
7590-6621-03320,Female,0,Yes,No,30.74,7048.99,One year,No,No
