account_id,account_age_months,plan_type,monthly_revenue,seats,support_tickets_30d,feature_adoption_score,cancelled
acct_2617,28,Pro,172.17,5,4,0.5964309597605932,True
acct_2618,23,Free,465.28,13,2,0.07080682765910384,True
acct_2619,41,Pro,249.52,1,2,0.9371579334419652,False
acct_2620,12,Pro,234.12,7,2,0.5194634671964217,True
acct_2621,41,Free,451.73,14,2,0.8060589601686584,False
acct_2622,28,Free,212.1,8,3,0.895011666663725,False
acct_2623,27,Free,130.11,9,0,0.6008858408514534,False
acct_2624,31,Free,424.09,3,1,0.8093252541325279,False
acct_2625,50,Pro,333.52,1,2,0.3923609231296824,False
acct_2626,55,Free,346.18,5,0,0.5673954026806245,False
acct_2627,20,Pro,214.7,7,1,0.5920731911220218,False
acct_2628,43,Free,123.46,17,2,0.6307099634565262,False
acct_2629,49,Free,185.11,18,1,0.6301249270136058,False
acct_2630,45,Pro,119.83,2,4,0.1882525084852984,False
acct_2631,3,Pro,19.05,2,4,0.5132587326428681,True
acct_2632,31,Free,228.49,15,2,0.2496562214825907,False
acct_2633,25,Free,143.67,5,3,0.702148511452156,False
acct_2634,28,Free,339.68,8,3,0.08436773970530786,False
acct_2635,3,Pro,381.99,12,3,0.7084844277348749,False
acct_2636,8,Free,479.26,9,1,0.8644590320684045,True
acct_2637,46,Free,100.29,17,4,0.8659647009063708,False
acct_2638,12,Pro,359.91,7,2,0.22774017187254836,True
acct_2639,11,Free,199.02,12,3,0.5109270906741068,True
acct_2640,4,Free,283.57,15,2,0.16111405087014352,True
acct_2641,18,Pro,304.65,10,2,0.5703326233798124,False
acct_2642,21,Free,390.33,10,3,0.897445077638318,False
acct_2643,10,Pro,257.65,9,4,0.006115242473904159,True
acct_2644,3,Pro,30.51,17,4,0.8738862877609946,False
acct_2645,25,Pro,245.52,17,2,0.3887884252588385,True
acct_2646,15,Free,381.97,5,2,0.3862140352158857,False
acct_2647,4,Free,94.59,18,1,0.44976540611791305,True
acct_2648,54,Pro,191.23,10,2,0.9113450558184816,False
acct_2649,59,Free,356.78,14,3,0.4976301008322459,False
acct_2650,12,Free,190.82,7,2,0.7404512091466009,True
acct_2651,38,Pro,491.53,5,3,0.7991410417229423,False
acct_2652,41,Free,394.48,3,0,0.6725949571017711,False
acct_2653,3,Free,298.96,8,3,0.6359353973293878,False
acct_2654,28,Free,309.97,5,2,0.5748545462524329,False
acct_2655,22,Free,2.64,2,1,0.9468415770499676,False
acct_2656,6,Free,329.18,11,0,0.8809447028812672,False
acct_2657,58,Free,464.46,18,0,0.01388519718759218,False
acct_2658,17,Free,360.18,19,1,0.4256256417693588,True
acct_2659,54,Enterprise,132.98,16,2,0.12904425270922293,False
acct_2660,51,Pro,183.3,6,0,0.7493475403914068,False
acct_2661,39,Free,299.65,8,2,0.26621899198440047,False
acct_2662,21,Free,385.29,4,3,0.02968909828549149,True
acct_2663,52,Free,301.83,10,2,0.4501861793595848,False
acct_2664,1,Pro,409.9,15,2,0.5379524025752508,False
acct_2665,8,Free,181.4,2,1,0.6757574935106238,False
acct_2666,21,Pro,371.99,7,3,0.07095397220373056,True
acct_2667,50,Free,251.83,11,5,0.3351318223554761,False
acct_2668,15,Free,339.46,3,1,0.5424329978137445,False
acct_2669,48,Pro,232.75,10,1,0.0033250338713838312,False
acct_2670,52,Enterprise,69.31,13,1,0.10278777104618597,False
acct_2671,28,Pro,232.63,11,3,0.8786060370320399,False
acct_2672,6,Free,107.1,5,1,0.2867614351877441,True
acct_2673,42,Free,291.65,8,2,0.09542071607155489,False
acct_2674,10,Pro,38.74,19,1,0.323151866375362,True
acct_2675,17,Free,440.18,8,3,0.058719382906228024,True
acct_2676,39,Free,0.19,15,1,0.4649385433409047,False
acct_2677,31,Pro,375.29,11,2,0.17669165926600183,False
acct_2678,9,Free,234.48,7,1,0.8688151487598923,False
acct_2679,10,Free,166.26,3,2,0.43183895537498007,False
acct_2680,47,Pro,87.82,10,5,0.7951518344854083,False
acct_2681,34,Pro,250.68,5,2,0.02566858043005893,True
acct_2682,30,Free,50.21,7,1,0.14993921541531552,True
acct_2683,50,Pro,262.58,10,2,0.0030577018737830697,False
acct_2684,34,Free,125.63,6,3,0.6569335530715336,False
acct_2685,29,Free,289.47,10,8,0.9285421012265195,False
acct_2686,7,Pro,474.99,1,1,0.3792023465350639,False
acct_2687,40,Free,4.13,7,1,0.21549897263066753,False
acct_2688,35,Free,452.29,14,2,0.349396466287899,False
acct_2689,8,Free,442.91,18,2,0.4425950870851394,False
acct_2690,10,Pro,314.68,11,2,0.7225602933499318,False
acct_2691,38,Free,318.42,11,2,0.6135708799123029,False
acct_2692,8,Free,64.86,18,1,0.05609098384499256,False
acct_2693,51,Free,138.99,16,4,0.7627252425734936,False
acct_2694,46,Free,212.64,17,4,0.3031722169304407,False
acct_2695,26,Pro,443.53,17,2,0.20969626147319842,False
acct_2696,19,Pro,225.15,19,3,0.8615181863606575,True
acct_2697,48,Free,278.47,11,3,0.9839783857365361,False
acct_2698,2,Free,132.81,10,1,0.5220286326752963,False
acct_2699,56,Free,62.11,2,4,0.06756180734831085,False
acct_2700,44,Pro,268.95,4,3,0.7524832317481872,False
acct_2701,32,Free,443.61,15,2,0.2943686527208975,False
acct_2702,22,Pro,138.0,9,1,0.18609074573860596,True
acct_2703,35,Free,136.01,19,1,0.9668234810924156,False
acct_2704,35,Enterprise,437.23,19,0,0.7316593820537999,False
acct_2705,34,Pro,162.69,12,3,0.5484407160554524,False
acct_2706,11,Free,402.9,17,4,0.5270200437274316,False
acct_2707,6,Pro,349.99,17,4,0.5195033829570728,True
acct_2708,27,Pro,72.58,17,0,0.7597215428035584,False
acct_2709,14,Pro,347.4,1,2,0.7599825499749807,False
acct_2710,28,Free,211.49,2,2,0.8611073443788787,False
acct_2711,33,Free,89.61,9,2,0.4022957979956646,False
acct_2712,3,Free,332.63,14,1,0.14081002981255186,True
acct_2713,45,Pro,241.17,14,0,0.48242887389826916,False
acct_2714,43,Enterprise,424.98,12,2,0.05657212202559492,False
acct_2715,33,Free,132.78,6,0,0.9948374289369172,False
acct_2716,48,Free,442.19,9,4,0.40914940802846844,True
acct_2717,24,Pro,380.66,13,1,0.26493771525961873,False
acct_2718,16,Free,216.84,12,4,0.24695836571043195,True
acct_2719,10,Free,335.18,6,2,0.49690027540394366,True
acct_2720,50,Free,232.37,12,2,0.2527703420903963,False
acct_2721,48,Free,146.19,7,0,0.29423792601546106,False
acct_2722,53,Pro,298.0,11,5,0.506804639729779,False
acct_2723,35,Pro,254.74,14,2,0.530100350769026,False
acct_2724,15,Free,419.04,14,1,0.4906610292139305,False
acct_2725,14,Pro,377.24,1,4,0.21001131732254597,False
acct_2726,46,Pro,449.87,13,2,0.4323348370681239,False
acct_2727,7,Free,11.52,6,2,0.4656023496354288,False
acct_2728,45,Pro,327.45,3,5,0.8063193486935342,False
acct_2729,52,Enterprise,133.05,15,0,0.04683477387279944,False
acct_2730,36,Free,383.91,19,2,0.1562065979614432,False
acct_2731,44,Pro,142.91,19,2,0.5524133617530896,False
acct_2732,50,Pro,119.49,10,2,0.7125681783258805,False
acct_2733,42,Free,260.52,19,3,0.7170055576211478,False
acct_2734,14,Pro,144.99,5,1,0.08393284618062113,True
acct_2735,52,Free,156.24,5,3,0.5765214437576842,False
acct_2736,28,Free,363.89,12,1,0.536679159039027,False
acct_2737,5,Free,465.01,14,1,0.6695183470329351,False
acct_2738,44,Pro,444.75,12,3,0.023639390280063233,True
acct_2739,35,Pro,320.11,5,0,0.6668867489952736,False
acct_2740,36,Enterprise,345.33,1,4,0.6032513366409683,False
acct_2741,21,Pro,228.73,5,2,0.8804340271282706,False
acct_2742,55,Pro,298.17,15,2,0.07753736051920235,False
acct_2743,34,Free,146.66,10,3,0.7849344810712875,False
acct_2744,53,Pro,349.83,8,0,0.12335225081938506,False
acct_2745,26,Enterprise,351.77,8,0,0.4574247596972608,False
acct_2746,20,Free,190.94,1,1,0.6854525693789905,False
acct_2747,53,Free,62.51,5,3,0.6809492473356736,False
acct_2748,1,Pro,126.75,8,1,0.22499905980246737,True
acct_2749,2,Pro,120.54,17,2,0.30320772416660924,True
acct_2750,21,Free,229.61,11,1,0.061477484387764125,True
acct_2751,26,Free,490.19,6,0,0.7782781962633301,False
acct_2752,4,Pro,42.07,18,2,0.6992456673797011,True
acct_2753,43,Pro,95.13,18,0,0.8134656101400246,False
acct_2754,33,Pro,465.26,2,2,0.8940715134276628,False
acct_2755,21,Pro,298.74,12,0,0.34795606269552304,False
acct_2756,22,Free,161.78,16,1,0.6691581050888743,True
acct_2757,59,Enterprise,426.27,13,1,0.3954523282503284,False
acct_2758,24,Free,86.57,16,0,0.7024422750178732,False
acct_2759,14,Free,437.26,6,2,0.38545637790699183,False
acct_2760,57,Free,76.42,4,4,0.4117070861264328,False
acct_2761,24,Free,441.53,4,7,0.48772709928530367,False
acct_2762,25,Pro,457.5,11,2,0.9941072932800483,False
acct_2763,13,Enterprise,47.59,5,4,0.9057663399206415,True
acct_2764,18,Free,323.64,6,3,0.6804596273641865,False
acct_2765,44,Pro,113.47,11,1,0.4971312917118986,False
acct_2766,43,Free,406.51,17,2,0.7035322886817827,False
acct_2767,4,Pro,198.39,11,1,0.07430836500880522,False
acct_2768,41,Pro,188.75,9,2,0.17024001171580805,True
acct_2769,41,Pro,454.22,7,1,0.6969390370438214,False
acct_2770,13,Pro,29.68,13,1,0.7164871217405359,False
acct_2771,28,Free,408.82,15,2,0.23536267602140815,False
acct_2772,49,Pro,398.84,12,0,0.3480526632026332,False
acct_2773,52,Free,49.4,17,3,0.06610103361926323,False
acct_2774,2,Pro,16.82,3,1,0.528776828833966,True
acct_2775,57,Pro,268.7,5,2,0.08101300030221315,False
acct_2776,14,Free,207.72,3,3,0.15359686689136898,True
acct_2777,37,Free,81.12,13,0,0.7340793702360039,False
acct_2778,11,Free,30.22,3,1,0.3423656910095598,False
acct_2779,52,Pro,471.41,7,3,0.5701281529719188,False
acct_2780,9,Pro,91.17,3,4,0.25389452526134937,False
acct_2781,25,Pro,133.79,7,0,0.13840274428475297,False
acct_2782,40,Pro,488.77,5,3,0.30308698286445024,False
acct_2783,13,Free,407.8,4,2,0.5433794708421407,False
acct_2784,49,Free,317.98,18,2,0.46265933328483855,False
acct_2785,14,Free,499.02,17,1,0.27431599447215005,False
acct_2786,26,Free,488.58,10,3,0.7561533755274576,False
acct_2787,53,Pro,82.89,19,1,0.31958975206238294,False
acct_2788,51,Pro,235.71,2,3,0.9091678853728776,False
acct_2789,18,Pro,31.13,14,0,0.4175143027764522,False
acct_2790,34,Free,315.4,4,0,0.3738506643133416,False
acct_2791,36,Pro,25.89,19,0,0.5688251661472407,False
acct_2792,49,Pro,125.04,12,1,0.4384298177037823,False
acct_2793,34,Pro,312.48,10,2,0.4235781749631754,False
acct_2794,10,Pro,158.1,4,0,0.051235918521827406,True
acct_2795,32,Pro,359.58,14,2,0.7073174010778926,False
acct_2796,49,Free,36.17,3,4,0.8477503174709725,False
acct_2797,29,Free,65.1,8,4,0.43048422483852955,False
acct_2798,15,Pro,61.5,6,2,0.3705058463382058,False
acct_2799,39,Free,242.28,16,3,0.651460866009861,True
acct_2800,53,Pro,68.29,10,0,0.18315144919867687,False
acct_2801,35,Free,291.15,5,2,0.2410135644556296,False
acct_2802,8,Pro,344.43,19,1,0.04491710571303076,True
acct_2803,5,Enterprise,209.25,3,0,0.0581874806423035,True
acct_2804,40,Free,460.49,8,1,0.6956109872103998,False
acct_2805,44,Free,370.02,2,3,0.12019491402648552,False
acct_2806,9,Free,349.52,18,1,0.6267992974359463,False
acct_2807,16,Pro,256.27,18,5,0.3900063716192266,False
acct_2808,43,Pro,313.07,8,3,0.26131254663318026,False
acct_2809,45,Free,344.31,6,3,0.552954132171487,False
acct_2810,20,Free,317.39,10,4,0.47321983821775915,False
acct_2811,21,Free,42.17,6,1,0.9735906997046225,False
acct_2812,48,Enterprise,450.83,5,0,0.6018455241248297,False
acct_2813,18,Pro,106.31,19,1,0.5202092618345244,False
acct_2814,48,Free,131.28,3,1,0.7910736558431235,False
acct_2815,11,Free,39.04,15,1,0.645979718473806,False
acct_2816,12,Pro,343.36,4,4,0.19707553559583157,False
acct_2817,54,Enterprise,176.06,17,0,0.6669912044619679,False
acct_2818,10,Free,417.01,17,1,0.15167292504610985,False
acct_2819,16,Pro,406.77,2,2,0.5350836496660404,True
acct_2820,7,Enterprise,120.92,10,1,0.2770964021893717,False
acct_2821,27,Free,135.86,17,2,0.1229624946623995,False
acct_2822,47,Pro,64.82,7,1,0.856080158630501,False
acct_2823,24,Free,373.05,7,2,0.2962157748533767,False
acct_2824,31,Free,386.4,3,2,0.627188013396557,True
acct_2825,23,Pro,179.41,16,2,0.49594766370477394,False
acct_2826,55,Pro,175.8,8,1,0.621440604302345,False
acct_2827,18,Free,104.84,2,1,0.984653704013368,False
acct_2828,44,Free,408.65,18,3,0.9224762995533046,False
acct_2829,4,Pro,298.25,16,3,0.5269521218674547,True
acct_2830,30,Free,245.39,12,3,0.2978431629592948,False
acct_2831,43,Free,498.2,5,3,0.3386479315444827,False
acct_2832,10,Free,480.02,13,0,0.9295662342924302,False
acct_2833,41,Free,370.48,6,2,0.7922520515636181,False
acct_2834,37,Free,493.51,9,5,0.10509109964626595,False
acct_2835,5,Pro,217.47,11,4,0.5863157953940189,True
acct_2836,5,Free,352.95,1,4,0.9714409119638016,False
acct_2837,56,Enterprise,403.92,7,2,0.9867695274372662,False
acct_2838,35,Pro,93.24,4,1,0.26173192325724925,True
acct_2839,31,Free,293.65,12,1,0.11781558006685633,False
acct_2840,55,Pro,481.31,2,1,0.1122341939892133,False
acct_2841,25,Pro,76.17,17,3,0.7780357022691406,False
acct_2842,34,Pro,418.65,9,2,0.5316972731928241,False
acct_2843,24,Pro,166.86,12,3,0.7376676881293861,False
acct_2844,12,Free,187.24,12,3,0.9468516807913036,False
acct_2845,16,Pro,242.21,6,1,0.8409468544671876,False
acct_2846,6,Free,349.3,9,2,0.507583344765133,False
acct_2847,28,Free,371.3,15,4,0.08660674928766976,False
acct_2848,59,Free,216.11,19,1,0.18310505179235925,False
acct_2849,19,Free,51.75,16,6,0.6905354988744239,True
acct_2850,52,Free,342.92,5,1,0.9917707311505107,False
acct_2851,49,Pro,441.22,11,1,0.8592968221839983,False
acct_2852,49,Free,104.31,14,1,0.33228436347490287,False
acct_2853,27,Pro,162.07,7,1,0.3925303465869602,False
acct_2854,11,Free,59.12,19,2,0.8362680956457629,True
acct_2855,30,Free,320.42,5,2,0.7660980681398528,False
acct_2856,41,Enterprise,389.23,17,0,0.41237261281784154,False
acct_2857,41,Pro,64.94,1,4,0.05302364213001998,True
acct_2858,49,Free,313.68,9,4,0.8988991995618902,False
acct_2859,31,Free,197.23,14,1,0.2595432295582579,False
acct_2860,31,Free,428.68,1,0,0.1482200288037926,False
acct_2861,2,Free,101.35,17,0,0.6856346789137462,False
acct_2862,44,Free,44.7,12,2,0.9100556903256746,False
acct_2863,4,Pro,26.95,8,1,0.5236431447596612,False
acct_2864,12,Free,248.76,11,1,0.10445528823789685,True
acct_2865,41,Free,441.15,18,5,0.06572714600869611,False
acct_2866,23,Free,281.58,4,1,0.002919395632654531,False
acct_2867,15,Enterprise,352.85,17,2,0.24022932231932237,True
acct_2868,30,Pro,29.75,12,5,0.051613680834109665,False
acct_2869,31,Free,91.75,14,3,0.032767953965949115,False
acct_2870,3,Free,134.79,3,0,0.14297355494893849,True
acct_2871,23,Free,177.0,16,3,0.6523347845178173,False
acct_2872,37,Free,330.23,17,5,0.6822771313043947,False
acct_2873,41,Free,339.43,17,1,0.7531093459263952,False
acct_2874,25,Pro,319.54,14,3,0.18607533995196457,True
acct_2875,25,Free,453.12,18,5,0.48571136627449596,True
acct_2876,20,Free,490.79,19,1,0.8457377778155414,False
acct_2877,26,Pro,113.16,7,0,0.6659583341608725,False
acct_2878,49,Pro,172.82,17,3,0.5655849379127037,False
acct_2879,27,Free,337.1,1,5,0.38194674914203985,False
acct_2880,47,Enterprise,304.21,11,0,0.8096469452577371,False
acct_2881,30,Free,160.22,16,5,0.18714709375671357,True
acct_2882,59,Pro,92.93,1,2,0.13371715435744713,False
acct_2883,16,Free,388.03,19,3,0.8511084103538528,False
acct_2884,37,Pro,383.09,2,0,0.6818490280522165,False
acct_2885,47,Pro,186.38,1,2,0.20218698948508407,True
acct_2886,17,Pro,307.04,9,0,0.02860673117876289,True
acct_2887,12,Free,370.65,7,4,0.5859150180060455,False
acct_2888,27,Free,401.02,13,1,0.35152422332795463,False
acct_2889,58,Free,284.19,14,0,0.9997090704015684,False
acct_2890,32,Free,50.25,15,1,0.7364136135385112,False
acct_2891,7,Free,115.5,4,5,0.017377845139964987,False
acct_2892,33,Pro,226.95,8,0,0.1745802131357821,False
acct_2893,35,Free,35.84,2,2,0.3436269457109379,False
acct_2894,36,Free,391.38,10,2,0.15589319386979628,True
acct_2895,19,Pro,428.32,17,2,0.5858536779372253,True
acct_2896,51,Pro,340.16,7,7,0.0029466445504628958,False
acct_2897,10,Free,472.12,15,5,0.6420809930467294,False
acct_2898,9,Pro,217.89,9,3,0.3335421398971177,True
acct_2899,41,Free,268.71,7,1,0.631554970883607,False
acct_2900,37,Pro,330.74,16,2,0.22958943862788062,True
acct_2901,59,Free,112.31,4,1,0.5108614937118277,False
acct_2902,6,Free,296.25,16,2,0.3103135616068231,True
acct_2903,36,Pro,194.49,16,1,0.5834312498029552,False
acct_2904,3,Free,49.03,18,4,0.4408060807359744,True
acct_2905,52,Pro,44.87,9,2,0.6861303899890412,False
acct_2906,58,Enterprise,107.17,10,1,0.806959573401652,False
acct_2907,37,Free,294.56,10,4,0.5759282701605113,False
acct_2908,3,Free,154.0,14,3,0.2291453692366744,False
acct_2909,26,Free,299.83,8,3,0.9591310489455072,False
acct_2910,53,Pro,487.08,11,3,0.5433900199143568,False
acct_2911,25,Free,208.09,6,1,0.4687151443439046,False
acct_2912,45,Free,366.36,4,3,0.1169190161609559,False
acct_2913,17,Pro,484.24,8,3,0.936080524863796,False
acct_2914,8,Free,295.71,5,2,0.5368212122629054,True
acct_2915,40,Free,304.32,3,2,0.9565720659901017,False
acct_2916,45,Free,434.31,9,2,0.8204290919132267,False
acct_2917,46,Free,391.32,19,1,0.6630969020604586,False
acct_2918,47,Free,49.94,7,1,0.6990866424729435,False
acct_2919,32,Free,383.08,4,3,0.21093338982246101,False
acct_2920,22,Enterprise,336.08,18,1,0.13734144877599985,False
acct_2921,26,Pro,484.92,18,2,0.9890646605448213,False
acct_2922,40,Free,435.16,6,2,0.48145618455843153,False
acct_2923,15,Pro,295.42,7,2,0.8398298433859289,False
acct_2924,11,Free,243.99,15,2,0.8654908614262766,False
acct_2925,32,Free,458.4,17,2,0.12181123894500845,False
acct_2926,29,Pro,152.37,19,0,0.31536123799468274,False
acct_2927,33,Free,222.59,8,2,0.23739730618502586,True
acct_2928,50,Free,288.66,15,0,0.9530949327866745,False
acct_2929,13,Free,294.68,15,0,0.4288540172878862,False
acct_2930,5,Pro,95.99,12,0,0.5362769859361632,False
acct_2931,5,Free,158.28,8,3,0.7246486841154668,False
acct_2932,36,Free,296.8,19,6,0.5121374629046541,False
acct_2933,33,Free,382.8,16,2,0.6624457524141131,True
acct_2934,22,Enterprise,56.84,13,2,0.3037244751767487,False
acct_2935,49,Enterprise,448.89,12,2,0.7848449070300505,False
acct_2936,12,Pro,274.28,9,0,0.5560097236154802,True
acct_2937,32,Enterprise,138.81,11,2,0.786464604062001,False
acct_2938,46,Pro,436.85,2,3,0.5618595145769613,False
acct_2939,44,Free,360.3,18,0,0.5564345120924271,False
acct_2940,10,Free,12.81,4,1,0.5062942995236179,False
acct_2941,9,Free,35.49,11,3,0.5937845668261017,False
acct_2942,42,Pro,283.21,15,3,0.31314099251609717,False
acct_2943,23,Free,485.62,16,2,0.690630198199558,False
acct_2944,50,Pro,376.1,11,3,0.428299612044179,False
acct_2945,44,Pro,219.7,19,0,0.1546085174494105,False
acct_2946,42,Pro,281.24,4,1,0.3494023521249239,False
acct_2947,17,Pro,6.63,11,1,0.6606632418307898,False
acct_2948,54,Pro,175.38,7,1,0.25441221464457164,False
acct_2949,46,Pro,80.56,9,5,0.11148295309749068,False
acct_2950,55,Free,188.09,5,2,0.1628629140353932,False
acct_2951,44,Free,323.72,5,2,0.6408250120655163,False
acct_2952,26,Enterprise,93.74,6,2,0.90108182708241,False
acct_2953,2,Pro,392.56,10,3,0.30783461841711335,True
acct_2954,51,Free,379.87,7,2,0.7529820208061552,False
acct_2955,2,Free,392.28,5,1,0.3522783569401069,False
acct_2956,53,Pro,95.52,10,3,0.9010872874577298,False
acct_2957,32,Pro,43.44,11,3,0.8291234479994832,False
acct_2958,15,Free,488.74,3,2,0.703458240695317,False
acct_2959,8,Free,271.18,18,2,0.3402333677982792,False
acct_2960,42,Pro,27.77,9,2,0.1571038291847684,False
acct_2961,54,Free,75.97,12,1,0.3361271739531737,False
acct_2962,6,Free,330.43,5,0,0.5936646796262064,False
acct_2963,49,Free,224.23,17,3,0.6631242869062467,False
acct_2964,50,Pro,127.87,13,1,0.4608792999978484,False
acct_2965,20,Free,331.03,1,2,0.4929074655943376,False
acct_2966,48,Pro,437.16,7,0,0.6508097158309241,False
acct_2967,1,Free,451.6,9,2,0.9898588960583315,False
acct_2968,21,Free,40.71,5,4,0.6492778016245208,True
acct_2969,42,Free,329.26,14,1,0.35980110377674046,False
acct_2970,16,Pro,340.13,9,2,0.7821169754127114,False
acct_2971,45,Free,398.15,13,4,0.6171081725955261,True
acct_2972,28,Free,19.42,15,4,0.15346502273008011,True
acct_2973,10,Free,344.62,13,3,0.2330560581308465,True
acct_2974,19,Enterprise,189.98,8,2,0.09716883161493894,True
acct_2975,25,Free,362.26,10,2,0.5697719728144036,False
acct_2976,8,Free,451.86,13,1,0.25388030611581236,False
acct_2977,27,Free,49.58,2,2,0.6177061108854218,False
acct_2978,44,Pro,204.19,19,2,0.6148932712903548,False
acct_2979,17,Free,442.56,16,4,0.5478865250547131,True
acct_2980,57,Pro,156.4,19,5,0.5890577701141656,False
acct_2981,52,Enterprise,90.05,2,2,0.812259480474683,False
acct_2982,11,Free,141.08,4,3,0.032988170868407884,False
acct_2983,25,Pro,401.83,12,3,0.17422665671179804,False
acct_2984,15,Free,201.07,7,3,0.4308684888594012,False
acct_2985,49,Pro,236.91,1,2,0.03236842888717795,False
acct_2986,34,Free,22.68,2,1,0.18301751863611204,False
acct_2987,13,Free,203.1,6,2,0.14479699854835215,True
acct_2988,42,Free,170.29,16,4,0.9433889541877559,False
acct_2989,8,Free,176.78,6,3,0.43762046088478523,False
acct_2990,39,Enterprise,293.88,13,1,0.8370012295894612,False
acct_2991,44,Pro,466.7,4,3,0.8167256033600233,False
acct_2992,4,Pro,6.73,18,3,0.6007113275023295,True
acct_2993,26,Pro,413.37,15,1,0.5234719872017458,False
acct_2994,45,Pro,425.17,5,1,0.7156170432612445,False
acct_2995,7,Free,143.87,4,2,0.48313679973442536,False
acct_2996,14,Pro,130.86,1,4,0.5915674419814609,False
acct_2997,8,Free,396.24,19,7,0.2668227516151731,True
acct_2998,6,Free,291.12,14,2,0.12991887654726253,True
acct_2999,37,Free,68.17,6,1,0.8462209499850318,False
acct_3000,3,Free,470.83,14,3,0.7231667004219696,False
acct_3001,31,Pro,335.08,1,2,0.19585026190558552,False
acct_3002,59,Enterprise,453.41,12,1,0.295731670479624,False
acct_3003,10,Pro,123.61,15,2,0.21241160176875518,False
acct_3004,26,Free,128.61,15,1,0.03523454068945664,False
acct_3005,23,Free,74.5,14,1,0.09775759404759354,True
acct_3006,54,Free,416.94,7,2,0.34921471596530285,False
acct_3007,34,Enterprise,108.83,8,2,0.014950453554296361,False
acct_3008,4,Pro,291.63,6,0,0.13614863412794076,False
acct_3009,4,Free,497.13,16,3,0.7729973399291573,False
acct_3010,16,Enterprise,163.89,2,1,0.7557903498560488,False
acct_3011,31,Free,248.84,16,1,0.11788559521403674,False
acct_3012,59,Pro,406.55,17,2,0.3140313379414834,False
acct_3013,56,Free,466.04,15,3,0.9367915133959548,False
acct_3014,40,Free,214.99,18,3,0.3913333288009406,False
acct_3015,34,Free,155.92,17,1,0.8742308485741387,False
acct_3016,59,Free,240.4,17,2,0.8921369955437761,False
acct_3017,7,Pro,350.35,13,0,0.7495474654638263,False
acct_3018,50,Free,189.03,2,0,0.3194938724293026,False
acct_3019,22,Free,38.85,1,2,0.009976388385588786,False
acct_3020,3,Pro,427.2,6,0,0.3599313353146808,False
acct_3021,13,Pro,126.56,3,7,0.7616979652532051,False
acct_3022,15,Pro,119.46,4,2,0.38628842023080834,False
acct_3023,55,Free,76.16,18,3,0.9661069640719652,False
acct_3024,16,Free,271.43,12,1,0.2721717814368899,False
acct_3025,53,Free,282.31,11,2,0.7210472387427851,False
acct_3026,28,Free,220.07,3,1,0.21966115131231712,True
acct_3027,18,Free,368.06,5,1,0.09084990074919952,False
acct_3028,27,Pro,59.87,15,1,0.5674983666832341,False
acct_3029,37,Free,59.81,4,3,0.06445747984891781,True
acct_3030,8,Pro,250.25,8,2,0.21359530407847482,True
acct_3031,52,Pro,101.13,14,5,0.7943530322942725,False
acct_3032,14,Free,283.95,1,2,0.1835853043218575,False
acct_3033,14,Free,235.78,8,3,0.27286770479647626,False
acct_3034,25,Pro,3.59,9,1,0.502636277850077,False
acct_3035,50,Free,64.64,19,1,0.7453476697162277,False
acct_3036,14,Free,185.43,14,1,0.935866879214279,False
acct_3037,29,Enterprise,138.86,8,0,0.6326997213071892,False
acct_3038,29,Free,349.27,12,2,0.8433981877587071,False
acct_3039,46,Free,202.2,13,0,0.3657712657846085,False
acct_3040,48,Pro,378.32,10,4,0.9226330333335435,False
acct_3041,7,Enterprise,245.14,3,2,0.08536165415776531,True
acct_3042,52,Pro,318.87,8,2,0.8638163391540972,False
acct_3043,48,Pro,21.74,12,2,0.8074159442470051,False
acct_3044,41,Free,377.4,7,1,0.3143653646623724,False
acct_3045,8,Pro,346.91,17,1,0.3896246470701342,False
acct_3046,6,Free,99.68,13,2,0.36423957206587576,True
acct_3047,15,Free,211.68,5,2,0.5074521132702058,False
acct_3048,32,Free,329.07,10,3,0.7091115031125613,False
acct_3049,34,Free,492.31,9,0,0.03138235891378738,True
acct_3050,7,Pro,28.77,14,0,0.07527569395343348,False
acct_3051,23,Free,300.25,6,0,0.525043338428874,False
acct_3052,58,Free,181.89,6,1,0.42627925675290446,False
acct_3053,45,Free,373.49,11,0,0.1091282795040831,False
acct_3054,54,Free,177.43,19,4,0.7870210600157883,False
acct_3055,39,Free,433.16,3,2,0.2954762878507744,True
acct_3056,37,Free,266.27,3,2,0.3437542341509894,False
acct_3057,16,Pro,72.13,1,2,0.09207308521218482,True
acct_3058,21,Enterprise,458.41,13,2,0.3157837597339451,False
acct_3059,11,Pro,173.33,16,2,0.1084307454058353,False
acct_3060,33,Free,164.63,14,8,0.25529213589850763,True
acct_3061,38,Enterprise,318.29,16,1,0.3496453501051725,False
acct_3062,51,Pro,59.35,6,5,0.41591376493822174,False
acct_3063,46,Free,466.03,5,0,0.546708563382253,False
acct_3064,58,Free,260.1,14,0,0.3795538408179904,False
acct_3065,23,Pro,193.6,2,4,0.11567921676951909,True
acct_3066,34,Free,20.94,19,0,0.056594888851462244,False
acct_3067,47,Free,8.79,16,0,0.31676377134686884,False
acct_3068,41,Free,283.77,17,1,0.15366750423381148,False
acct_3069,10,Enterprise,186.28,12,3,0.4185263787823815,True
acct_3070,41,Free,435.15,3,0,0.8389791381727036,False
acct_3071,59,Free,405.43,3,4,0.5620250515097306,False
acct_3072,54,Free,475.39,1,0,0.4268275688132337,False
acct_3073,16,Free,71.41,19,2,0.691508572096981,False
